id,last_scraped,source,name,description,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
876933034869554907,2024-06-22,city scrape,Luxury 2Br 2Ba bathrooms South End Boston Balcony,"Enjoy living in middle of Boston few steps away from Downtown,  Back Bay & Prudntial, The building is full of amenities, pool, gym & a lot more. Very close to most famous Hospitals, Universities in Boston, the apt does have everything you may need to get the comfortable stay.",163848078,2017-12-23,within an hour,93%,74%,f,Fenway–Kenmore,111,135,['phone'],t,South End,42.34593881051339,-71.06482732943591,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,"[""Dishwasher"", ""Pool table"", ""Bidet"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Dedicated workspace"", ""Pool"", ""Air conditioning"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Standalone high chair"", ""Hot water kettle"", ""Exercise equipment"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Blender"", ""BBQ grill"", ""Free dryer \u2013 In unit"", ""TV"", ""Central heating"", ""Wifi"", ""Refrigerator"", ""Pets allowed"", ""Coffee maker: Keurig coffee machine"", ""Hair dryer"", ""Iron"", ""Washer""]",779.0,29,365,t,8,38,68,343,2024-06-22,9,2023-06-03,2024-03-17,5.0,5.0,4.78,4.89,4.78,4.89,3.89,f,63,0.7
876996002748010842,2024-06-22,city scrape,Ideal for long stays | elegant suite Boston views,"Experience Boston in an ultra unique midcentury Jr. 1 bedroom with views of downtown Boston!<br /><br />Just a 5 min walk from the T and close to Boston College/Harvard, you can engage with all of Boston and tastefully long term.<br /><br />Unit Features<br />-> 24/7 Concierge<br />-> Blazing Fast WiFi<br />-> 65” SmartTV with Streaming<br />-> Fully Stocked Kitchen<br />-> Washer & Dryer<br />-> Comfortable Queen Bed<br /><br />Ideal for business travelers, couples, nurses, and everyone looking to experience Boston in style!",416027128,2021-07-30,within an hour,100%,100%,t,East Boston,21,21,"['email', 'phone']",t,Brighton,42.3479569,-71.1451158,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Gym"", ""65 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Hulu, Netflix"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Pool table"", ""Long term stays allowed"", ""Elevator"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Single level home"", ""Dining table"", ""Self check-in"", ""Shared patio or balcony"", ""Cooking basics"", ""Paid parking on premises"", ""Hot water"", ""EV charger"", ""Air conditioning"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Bikes"", ""Microwave"", ""Kitchen"", ""Exercise equipment"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""City skyline view"", ""Ethernet connection"", ""Baking sheet"", ""Extra pillows and blankets"", ""Coffee"", ""Blender"", ""BBQ grill"", ""Building staff"", ""Ping pong table"", ""Shower gel"", ""Room-darkening shades"", ""Mini golf"", ""Smoke alarm"", ""Fire pit"", ""Outdoor furniture"", ""Wifi"", ""Shared pool"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""Sun loungers"", ""Heating"", ""Coffee maker: Keurig coffee machine"", ""Hair dryer"", ""Iron"", ""Washer""]",176.0,29,1125,t,25,55,85,265,2024-06-22,55,2023-06-02,2024-06-03,4.93,4.91,5.0,4.84,4.98,4.89,4.8,t,20,4.26
878794587007595979,2024-06-22,city scrape,Charming South End Farmhouse - Near Northeastern!,"Charming 3-bedroom, 2.5-bathroom house located in Boston's vibrant South End! Our cozy and dog-friendly home has a private patio, dining area, a fully equipped kitchen, 1G Fiber wifi and sleeping accommodations for up to 7 guests. Perfect for families or larger groups! <br /><br />Featuring two TV's with streaming and essentials like fresh linens, towels, toiletries, extra pull out trundle couch. Just a short walk from Northeastern University, walkable to Fenway Park and a <5 minute walk to the T!",74782650,2016-05-30,within an hour,100%,100%,t,Mission Hill,1,1,"['email', 'phone']",t,Roxbury,42.33467151684205,-71.08334665548122,Entire home,Entire home/apt,7,2.5,3.0,4.0,"[""Board games"", ""Laundromat nearby"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Baby safety gates"", ""Central air conditioning"", ""Courtyard view"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker, french press"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking garage off premises"", ""Portable air conditioning"", ""Hot water"", ""Bathtub"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Clothing storage: closet, wardrobe, and dresser"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Books and reading material"", ""Stainless steel single oven"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Wine glasses"", ""Trash compactor"", ""Toaster"", ""Dishes and silverware"", ""City skyline view"", ""Baking sheet"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Keypad"", ""Coffee"", ""Private patio or balcony"", ""Shower gel"", ""Room-darkening shades"", ""Portable fans"", ""Drying rack for clothing"", ""55 inch TV with Amazon Prime Video, Disney+, Hulu, Netflix, Roku"", ""Smoke alarm"", ""Gas stove"", ""Resort access"", ""Outdoor furniture"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""Window AC unit"", ""Private entrance"", ""Beach essentials"", ""Refrigerator"", ""Pets allowed"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",471.0,2,365,t,6,15,27,260,2024-06-22,78,2023-04-30,2024-06-13,4.99,4.95,4.97,5.0,4.96,4.69,4.82,f,1,5.57
879632644761072659,2024-06-22,city scrape,Luxury apartment great location,"Your family will be close to everything when you stay at this centrally-located place. Lots of restaurants, Whole Foods. Walking distance to downtown and other hot spots.",28929296,2015-03-07,within an hour,100%,96%,f,South End,6,13,['phone'],t,South End,42.3441007481012,-71.06446559360997,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,"[""Exercise equipment"", ""Smoke alarm"", ""Fire pit"", ""Dedicated workspace"", ""Paid parking on premises"", ""TV"", ""Wifi"", ""Shared pool"", ""Fire extinguisher"", ""Air conditioning"", ""Outdoor dining area"", ""Pool table"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Kitchen"", ""Washer""]",400.0,29,365,t,30,60,90,365,2024-06-22,3,2023-05-27,2023-06-09,5.0,5.0,4.67,4.67,5.0,5.0,5.0,f,6,0.23
882832660076990846,2024-06-22,city scrape,Welcome 1 bedroom C,The whole group will enjoy easy access to everything from this centrally located place.,458093264,2022-05-08,within an hour,100%,97%,f,Mission Hill,4,5,"['email', 'phone']",t,Jamaica Plain,42.322839245506245,-71.10471683072436,Private room in rental unit,Private room,1,1.0,1.0,0.0,"[""Shared patio or balcony"", ""Smoke alarm"", ""Backyard"", ""Dedicated workspace"", ""First aid kit"", ""Dryer"", ""Lock on bedroom door"", ""Wifi"", ""Fire extinguisher"", ""Dishes and silverware"", ""Air conditioning"", ""Refrigerator"", ""Free parking on premises"", ""Host greets you"", ""Heating"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer""]",115.0,1,365,t,22,43,55,55,2024-06-22,5,2023-05-22,2024-06-04,4.6,4.6,4.4,4.0,4.4,4.4,4.6,f,4,0.38
883863319226431674,2024-06-22,city scrape,Eastie near the airport Great location,"Kick back and relax in this calm, stylish space. It’s very convenient if you are visiting Boston.",38381764,2015-07-13,within an hour,100%,100%,f,Eagle Hill,1,3,"['email', 'phone']",t,East Boston,42.37885436946893,-71.0319274351848,Entire condo,Entire home/apt,2,1.0,1.0,0.0,"[""Stainless steel double oven"", ""Board games"", ""HDTV"", ""Samsung  refrigerator"", ""NA shampoo"", ""Dishwasher"", ""Long term stays allowed"", ""River view"", ""Carbon monoxide alarm"", ""Self check-in"", ""Cooking basics"", ""Hot water"", ""Air conditioning"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Essentials"", ""Wine glasses"", ""Dishes and silverware"", ""Baking sheet"", ""Coffee"", ""Blender"", ""Shower gel"", ""Smoke alarm"", ""High chair"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Private entrance"", ""Waterfront"", ""Iron""]",260.0,1,29,t,25,55,85,360,2024-06-22,20,2023-05-07,2024-06-14,4.8,4.8,4.7,4.85,4.85,4.65,4.8,f,1,1.45
891295191097700705,2024-06-22,city scrape,Amazing 3BR w/ Private Rooftop,"Beautiful 3 Bedroom apartment with private rooftop providing stunning views of Boston Skyline and excellent location. Second private and quiet terrace towards the back. 5 min drive from Logan Airport and 10 min drive from Boston downtown, perfectly connected via Airport T-station (6 min walk), only 3 stations to Government Center.<br /><br />5 min walk from large grocery store & pharmacies, small shops across the street<br /><br />2 Full baths w/ shower & bathtub<br /><br />For families: Toddler seat for kitchencounter",133683011,2017-06-06,within a few hours,100%,100%,f,East Boston,1,1,"['email', 'phone']",t,East Boston,42.3766504,-71.0346948,Entire rental unit,Entire home/apt,7,2.0,2.0,3.0,"[""Free street parking"", ""Bed linens"", ""Long term stays allowed"", ""Cooking basics"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Body soap"", ""Kitchen"", ""Cleaning products"", ""Essentials"", ""Wine glasses"", ""Patio or balcony"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Drying rack for clothing"", ""Gas stove"", ""Free dryer \u2013 In unit"", ""TV"", ""Central heating"", ""Wifi"", ""GE refrigerator"", ""Private entrance"", ""Head & Shoulder shampoo"", ""Iron"", ""Washer"", ""Crib""]",285.0,29,365,t,7,24,54,54,2024-06-22,2,2023-05-28,2023-06-09,4.0,4.0,4.0,5.0,5.0,4.0,3.5,f,1,0.15
892245166226778805,2024-06-22,city scrape,"Modern Luxurious Charles River View, 2BR 2BA Condo","In addition to the great views, our building offers a variety of top-notch amenities for our guests to enjoy.pool table and grill ,gym, community lounge, and rooftop terrace, there's something for everyone to enjoy during their stay.<br /><br /><br /><br />We take great pride in maintaining a clean and welcoming space for our guests. We're confident you'll love the great views, convenient location, and top-notch amenities we offer to all our guests",163848078,2017-12-23,within an hour,93%,74%,f,Fenway–Kenmore,111,135,['phone'],t,Brighton,42.36032093963335,-71.14837356544191,Entire rental unit,Entire home/apt,6,2.0,2.0,5.0,"[""Central air conditioning"", ""Dishwasher"", ""Bed linens"", ""Pool table"", ""Bidet"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Bathtub"", ""Conditioner"", ""Freezer"", ""Kitchen"", ""Hot water kettle"", ""Exercise equipment"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Wifi"", ""65 inch HDTV"", ""Pets allowed"", ""Heating"", ""Hair dryer"", ""Iron""]",519.0,29,365,t,30,60,90,365,2024-06-22,3,2023-05-28,2023-07-31,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,63,0.23
892823240169717754,2024-06-22,city scrape,Cozy Oasis Minutes From Logan,"Fully renovated  2-bed/2-bath retreat just minutes from everything. This modern haven features a chef's kitchen. Well-sized dining and living area with an electric fireplace and custom TV hutch. A private office with standing desk surrounded by windows and ample natural light. Upstairs, find two spacious queen-sized bedrooms with custom closets, and a luxurious bathroom.  15-minute walk to Terminal B at Logan Airport. Short walk to the T, Piers Park, ICA, Downeast Cider House, and the Tall Ship",190645992,2018-05-20,within a few hours,100%,87%,t,East Boston,1,1,"['email', 'phone']",f,East Boston,42.36601491644552,-71.0304134908038,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Fire extinguisher"", ""Free street parking"", ""Stainless steel oven"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Exercise equipment"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Wine glasses"", ""Patio or balcony"", ""Toaster"", ""Dishes and silverware"", ""Baking sheet"", ""Extra pillows and blankets"", ""Heating - split type ductless system"", ""Keypad"", ""Clothing storage: closet"", ""Coffee"", ""Radiant heating"", ""Portable fans"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""TV"", ""Wifi"", ""Indoor fireplace: electric"", ""Coffee maker: Nespresso"", ""Refrigerator"", ""Stove"", ""Pets allowed"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron"", ""Washer""]",500.0,2,1125,t,11,38,68,68,2024-06-22,15,2023-09-24,2024-05-18,5.0,4.93,5.0,5.0,5.0,4.87,4.87,f,1,1.65
893355181778189037,2024-06-22,city scrape,Luxury Loft | W/D in Unit | Pet Friendly,"This beautifully designed 2bed, 2bath apartment with laundry in unit is located in the heart of the Financial District, just a 3 minute walk to Public Transportation.  Large windows let in lots of light! Fully stocked kitchen has everything you'd need to cook a meal.  The unit is accessible by self-check-in via our smart lock system.  <br /><br />Its a 10 min trip to Mass General Hospital by car or Public Transportation and the walk is about 20 minutes.<br /><br />Ask about our long stay discounts!",382451810,2020-12-31,within an hour,100%,100%,f,Downtown,74,77,"['email', 'phone']",t,Downtown,42.35758,-71.0556,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Fire extinguisher"", ""Bed linens"", ""Long term stays allowed"", ""Elevator"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Coffee maker"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Body soap"", ""Conditioner"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Ethernet connection"", ""Baking sheet"", ""Clothing storage: closet"", ""Shower gel"", ""Portable fans"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""TV"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Hair dryer"", ""Iron"", ""Washer""]",423.0,1,365,t,6,22,52,327,2024-06-22,54,2023-06-01,2024-06-18,4.76,4.76,4.87,4.93,4.91,4.91,4.63,f,74,4.18
893705478041704054,2024-06-22,city scrape,Charming 2BR 2BA Beautiful View King bed W&D insid,Take it easy at this unique and tranquil getaway.,163848078,2017-12-23,within an hour,93%,74%,f,Fenway–Kenmore,111,135,['phone'],t,Brighton,42.35924344926408,-71.15026073167738,Entire rental unit,Entire home/apt,6,2.0,2.0,5.0,"[""Central air conditioning"", ""65 inch TV"", ""Bed linens"", ""Pool table"", ""Bidet"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Kitchen"", ""Exercise equipment"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""Pets allowed"", ""Hair dryer"", ""Iron""]",519.0,29,365,t,30,60,90,365,2024-06-22,3,2023-06-03,2023-07-31,5.0,5.0,5.0,5.0,5.0,4.33,5.0,f,63,0.23
893975999133947853,2024-06-22,city scrape,Spacious apt 5min drive Downtown~,"Imagine waking up and having your coffee on the back porch.  Your family will be close to everything when you stay at this greatly-located place. Right next to airport and just 5 minute drive into the city without Traffic. 5 min walk to Train station for public transit. FREE street parking and never an issue to find a spot right out front. 1,300 sq feet which is generally on the bigger side especially for this area. Looking forward to hosting you!<br /><br />No party or more than number of guests allowed",439013531,2022-01-04,within an hour,96%,100%,f,Harbor View / Orient Heights,3,7,"['email', 'phone']",t,East Boston,42.3772,-71.0234,Entire rental unit,Entire home/apt,9,1.0,4.0,7.0,"[""Smoke alarm"", ""Dedicated workspace"", ""First aid kit"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Outdoor dining area"", ""Free parking on premises"", ""Heating"", ""Keypad"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron"", ""Self check-in""]",398.0,29,365,t,28,58,88,363,2024-06-22,5,2023-05-24,2023-07-16,4.4,4.4,4.4,4.6,4.6,4.2,4.4,t,3,0.38
895844491349690073,2024-06-22,city scrape,1Bedroom • Boston• Airport • Magnificent view,"Fantastic 1 bedroom 1 bathroom apartment located in the safe and quiet residential neighbourhood of East Boston.Accommodate two guests with its luxurious and comfy queen-size bed.<br /> 5 minutes walk from  blue line subway stations. Just 4 subway stops away from downtown. If you're arriving by plane, it's a short 10-minute Uber ride from the airport or 2 subway stops. Easy subway access to  Boston Convention Centres,Exhibition Center, World Trade Center, Boston Expo Center, Hynes Convention Center  ",131681547,2017-05-23,within an hour,100%,100%,f,East Boston,1,1,"['email', 'phone']",t,East Boston,42.39006727537949,-71.00597769672298,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Laundromat nearby"", ""Free washer"", ""Free dryer \u2013 In building"", ""Fire extinguisher"", ""Private backyard \u2013 Not fully fenced"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Paid parking lot on premises \u2013 1 space"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Harbor view"", ""Kitchenette"", ""Hot water"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""City skyline view"", ""Induction stove"", ""Extra pillows and blankets"", ""Keypad"", ""Coffee"", ""Private patio or balcony"", ""Shower gel"", ""Rice maker"", ""Room-darkening shades"", ""Portable fans"", ""Smoke alarm"", ""Outdoor furniture"", ""Bay view"", ""Clothing storage: walk-in closet, closet, and dresser"", ""TV"", ""Central heating"", ""Wifi"", ""Window AC unit"", ""Private entrance"", ""Refrigerator"", ""Hair dryer"", ""Iron""]",210.0,3,1125,t,8,36,66,330,2024-06-22,9,2023-07-25,2024-06-07,5.0,4.89,5.0,5.0,5.0,4.89,4.89,f,1,0.81
896426215566639130,2024-06-22,city scrape,Luxury apartment 2bd 2bath,"The whole group will enjoy easy access to everything from this centrally located place. 24hr gym, rooftop, bbq grills, great location next to many restaurants, grocery stories and walking distance to downtown",28929296,2015-03-07,within an hour,100%,96%,f,South End,6,13,['phone'],t,South End,42.34401868076919,-71.06464307233084,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,"[""Fire extinguisher"", ""Stainless steel oven"", ""Dishwasher"", ""Bed linens"", ""Pool table"", ""Bidet"", ""Elevator"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Dining table"", ""Paid street parking off premises"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking on premises"", ""Hot water"", ""EV charger"", ""Air conditioning"", ""Bathtub"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Game console: PS5"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Exercise equipment"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Coffee"", ""Blender"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Fire pit"", ""Free dryer \u2013 In unit"", ""TV"", ""Wifi"", ""Shared pool"", ""Refrigerator"", ""Stove"", ""Pets allowed"", ""Heating"", ""Coffee maker: Keurig coffee machine"", ""Gym in building"", ""Cleaning available during stay"", ""Hair dryer"", ""Iron"", ""Washer""]",380.0,29,365,t,30,60,90,365,2024-06-22,3,2023-06-15,2023-07-14,4.67,5.0,5.0,5.0,5.0,5.0,4.67,f,6,0.24
897900710964345557,2024-06-22,city scrape,Victorian room hosted by Treana,"Welcome to a victorian heirloom build in 1935. While you are enjoying your stay in the historic Boston area, your contribution will be used to maintain the history of this victorian home.   We are a 15 minutes drive to downtown Boston and a block away from MBTA free bus route. Franklin Park Zoo and golf course are a 5 minutes drive/a bus ride or 15 muintes walk away.",100757024,2016-10-22,within an hour,100%,100%,f,Roxbury,1,3,"['email', 'phone']",t,Roxbury,42.3150924,-71.085883,Private room in home,Private room,2,1.0,1.0,0.0,"[""Free street parking"", ""Free parking on premises"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Dedicated workspace"", ""Dove conditioner"", ""Hot water"", ""Microwave"", ""Cleaning products"", ""Essentials"", ""Lock on bedroom door"", ""Trash compactor"", ""Clothing storage: dresser"", ""Lockbox"", ""Extra pillows and blankets"", ""Coffee"", ""Radiant heating"", ""Dove body soap"", ""Room-darkening shades"", ""24 inch TV"", ""Portable fans"", ""Smoke alarm"", ""Wifi"", ""Window AC unit"", ""Dove shampoo"", ""Coffee maker: Keurig coffee machine"", ""Exterior security cameras on property"", ""Iron""]",65.0,2,14,t,7,27,39,128,2024-06-22,16,2023-08-27,2024-06-16,4.81,4.81,4.81,5.0,4.88,4.38,4.69,t,1,1.59
899257714523301486,2024-06-22,city scrape,Sunny Apt - Historic Beacon Hill,"This sun-filled 2 bedroom apartment is centrally located in the heart of Boston's most historic and coveted neighborhood, Beacon Hill. Enjoy the magic of Federal-style rowhouses, gaslit streets, and brick sidewalks, while key Boston attractions like the Public Garden, the State House, Mass General Hospital, and Downtown are just a few minutes away on foot. Our apartment has a full-sized kitchen, dining area, living room, and the main bedroom backs to a peaceful and lush garden.",144676466,2017-08-06,within an hour,100%,100%,t,Beacon Hill,3,3,"['email', 'phone']",t,Beacon Hill,42.35918900000001,-71.0672568,Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,"[""Laundromat nearby"", ""Fire extinguisher"", ""Stainless steel oven"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Dining table"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Books and reading material"", ""Essentials"", ""Hangers"", ""Toaster"", ""Dishes and silverware"", ""City skyline view"", ""Garden view"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Shower gel"", ""Smoke alarm"", ""Drying rack for clothing"", ""Gas stove"", ""Free dryer \u2013 In unit"", ""TV"", ""Central heating"", ""Wifi"", ""Refrigerator"", ""Coffee maker: Keurig coffee machine"", ""Cleaning available during stay"", ""Hair dryer""]",144.0,91,365,t,6,30,40,222,2024-06-22,1,2023-09-04,2023-09-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0.1
900018821584091710,2024-06-22,city scrape,Spacious Condo in Boston's South End,"Centrally located in the heart of the Boston’s coveted and historic South End, you have easy access to all Boston has to offer. The apartment is in a historic brownstone, but the unit is brand new. This space is perfect for groups - with a massive kitchen and dining space, private rooftop with panoramic views of the city, two huge bedrooms each with their own bath, and more.<br /><br />Note: this is not a good place to stay if you are not comfortable with walking up stairs.",20527961,2014-08-25,within a few hours,100%,83%,t,South End,1,1,"['email', 'phone']",t,South End,42.34344683448087,-71.07304531640413,Entire rental unit,Entire home/apt,4,2.5,2.0,2.0,"[""Board games"", ""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Carbon monoxide alarm"", ""Self check-in"", ""Sonos Bluetooth sound system"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking garage off premises"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Stainless steel single oven"", ""Essentials"", ""Dryer"", ""Wine glasses"", ""Toaster"", ""Lockbox"", ""Dishes and silverware"", ""City skyline view"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Outdoor furniture"", ""Smoke alarm"", ""Gas stove"", ""TV"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Iron""]",615.0,2,365,t,23,31,31,35,2024-06-22,13,2023-06-18,2024-06-03,4.85,4.92,4.77,4.92,5.0,5.0,4.85,f,1,1.05
903924529985256996,2024-06-22,city scrape,Stunning Unique And Very Upscale,Take it easy at this unique and tranquil getaway.,163848078,2017-12-23,within an hour,93%,74%,f,Fenway–Kenmore,111,135,['phone'],t,Jamaica Plain,42.3284,-71.11054,Entire rental unit,Entire home/apt,5,2.0,2.0,5.0,"[""Central air conditioning"", ""Bed linens"", ""Bidet"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking on premises"", ""Hot water"", ""Pool"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Kitchen"", ""Exercise equipment"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""65 inch HDTV"", ""Pets allowed"", ""Hair dryer"", ""Iron""]",799.0,29,365,t,30,60,90,365,2024-06-22,5,2023-06-10,2023-09-15,4.8,5.0,5.0,5.0,4.8,4.8,4.4,f,63,0.4
